what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1331816906296
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1331816906390
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1331816906453
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1331816906484
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1331816906546
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1331816906546
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1331816906640
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1331816906703
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1331816906781
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1331816906781
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1331816906812
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1331816906828
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1331816906875
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1331816906921
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1331816906953
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1331816907046
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1331816907046
os,sysinfo,,,"win32",1331816907062
arch,sysinfo,,,"x86",1331816907062
ws,sysinfo,,,"win32",1331816907062
locale,sysinfo,,,"ru_RU",1331816907062
processors,sysinfo,,,"2",1331816907062
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1331816907062
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1331816907062
java.specification.name,sysinfo,,,"Java Platform API Specification",1331816907062
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331816907062
java.specification.version,sysinfo,,,"1.6",1331816907062
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331816907062
java.version,sysinfo,,,"1.6.0_23",1331816907062
java.vm.info,sysinfo,,,"mixed mode",1331816907062
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1331816907062
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331816907062
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331816907062
java.vm.specification.version,sysinfo,,,"1.0",1331816907062
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331816907062
java.vm.version,sysinfo,,,"19.0-b09",1331816907062
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1331816907531
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1331816907703
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1331816907828
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1331816907968
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1331816908000
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1331816908437
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1331816908468
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331816908515
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331816908890
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1331816908984
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1331816909484
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1331816909546
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1331816910296
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1331816911875
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331816917468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816918906
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816919546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816920171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816920343
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816920531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816920953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1331816921343
