what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910774375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910777328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910778250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910893000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910894531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910896140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910909078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331910917562
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331910928937
error,log,,,"Unable to create editor ID org.eclipse.cdt.ui.editor.CEditor: The file does not exist.",1331911017609
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911017703
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911017718
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911017765
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1331911022875
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1331911023765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911045125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911052125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911058406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911063125
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1331911063156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911095140
started,bundle,org.eclipse.core.databinding,1.3.100.I20100601-0800,"org.eclipse.core.databinding",1331911118562
started,bundle,org.eclipse.core.databinding.property,1.3.0.I20100601-0800,"org.eclipse.core.databinding.property",1331911118578
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1331911118765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911151859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1331911151875
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1331911153421
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911153484
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911153562
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911153562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911155046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911156437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1331911166140
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911174390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911174453
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911188578
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911188578
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1331911197328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911210250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911217171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1331911217203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1331911217203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911221812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911313937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1331911313968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1331911313968
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911317312
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1331911321687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911321953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911327250
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1331911483234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911483562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911488531
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911493515
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1331911555859
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1331911560953
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1331911571546
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1331911585015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911585281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911590250
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331911600562
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1331911603234
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1331911603328
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1331911604859
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331911611765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911616343
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331911616406
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1331911656953
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331911662046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911663156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1331911667234
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1331911669156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911669437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1331911676375
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1331911678046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1331911683671
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1331911700375
